idiom_word,idiom_meaning,sentence,i_label,s_label,reason
কাষ্ঠ হাসি,শুকনো হাসি,সুন্দর একটি কমেডি দেখে সবাই কাষ্ঠ হাসি হাসছিল,1,0,"উক্ত 'কাষ্ঠ হাসি' বাগধারাটির অর্থ হলো 'শুকনো হাসি', কিন্তু এটি 'আনন্দময় হাসি' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাষ্ঠ হাসি,শুকনো হাসি,বাচ্চারা কাষ্ঠ হাসি হেসে সারা বাড়ি মাতিয়ে রাখল,1,0,"উক্ত 'কাষ্ঠ হাসি' বাগধারাটির অর্থ হলো 'শুকনো হাসি', কিন্তু এটি 'নির্ভেজাল শিশুর হাসি' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাষ্ঠ হাসি,শুকনো হাসি,ফসল নষ্ট হওয়ায় কৃষকেরা কাষ্ঠ হাসি হাসছে,1,0,"উক্ত 'কাষ্ঠ হাসি' বাগধারাটির অর্থ হলো 'শুকনো হাসি', কিন্তু এটি 'দুঃখজনক পরিস্থিতিতে হাসি' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাষ্ঠ হাসি,শুকনো হাসি,নতুন জুতো পরে রাহুলের পায়ে কাষ্ঠ হাসি হয়েছে,1,0,"উক্ত 'কাষ্ঠ হাসি' বাগধারাটির অর্থ হলো 'শুকনো হাসি', কিন্তু এটি 'শারীরিক অবস্থা' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাষ্ঠ হাসি,শুকনো হাসি,মিনাম্মার কবিতা শুনে দর্শক কাষ্ঠ হাসি দিল,1,0,"উক্ত 'কাষ্ঠ হাসি' বাগধারাটির অর্থ হলো 'শুকনো হাসি', কিন্তু এটি 'মুগ্ধ বা প্রশংসাসূচক হাসি' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাকস্নান,অসম্পূর্ণ গোসল,তাড়ার কারণে অনিক একটি কাকস্নান সেরে বেরিয়ে গেল,1,1,উক্ত 'কাকস্নান' বাগধারাটির অর্থ হলো 'অসম্পূর্ণ গোসল' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাকস্নান,অসম্পূর্ণ গোসল,"ঠিকমতো গোসল করার সময় পাইনি, তাই একটি কাকস্নান দিয়েই কাজ চালাতে হলো",1,1,উক্ত 'কাকস্নান' বাগধারাটির অর্থ হলো 'অসম্পূর্ণ গোসল' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাকস্নান,অসম্পূর্ণ গোসল,এক বালতি পানি নিয়ে কাকস্নান করে আবার খেলতে গেল,1,1,উক্ত 'কাকস্নান' বাগধারাটির অর্থ হলো 'অসম্পূর্ণ গোসল' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাকস্নান,অসম্পূর্ণ গোসল,"শহরে পানির সমস্যা খুব বেশি, তাই আমাদের প্রায়ই কাকস্নান করে দিন পার করতে হয়",1,1,উক্ত 'কাকস্নান' বাগধারাটির অর্থ হলো 'অসম্পূর্ণ গোসল' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাকস্নান,অসম্পূর্ণ গোসল,"সারারাত জেগে পড়াশোনা করার পর রিয়ান গোসল করার ধৈর্য ছিল না, তাই কোনোমতে একটি কাকস্নান সেরে নিল",1,1,উক্ত 'কাকস্নান' বাগধারাটির অর্থ হলো 'অসম্পূর্ণ গোসল' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাকস্নান,অসম্পূর্ণ গোসল,ঝড়ো হাওয়ায় গাছগুলো কাকস্নান করছে,1,0,"উক্ত 'কাকস্নান' বাগধারাটির অর্থ হলো 'অসম্পূর্ণ গোসল', কিন্তু এটি 'গাছের হাওয়ায় দুলানো' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাকস্নান,অসম্পূর্ণ গোসল,কাকটি কাকস্নান করলো,1,0,"উক্ত 'কাকস্নান' বাগধারাটির অর্থ হলো 'অসম্পূর্ণ গোসল', কিন্তু এটি 'কাক গোসল করা' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাকস্নান,অসম্পূর্ণ গোসল,কাজের চাপে যশ কাকস্নান হয়ে পড়লাম,1,0,"উক্ত 'কাকস্নান' বাগধারাটির অর্থ হলো 'অসম্পূর্ণ গোসল', কিন্তু এটি 'শারীরিক বা মানসিক অবস্থা' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাকস্নান,অসম্পূর্ণ গোসল,ডাক্তার আমাকে প্রতিদিন কাকস্নান করতে বলেছেন,1,0,"উক্ত 'কাকস্নান' বাগধারাটির অর্থ হলো 'অসম্পূর্ণ গোসল', কিন্তু এটি 'নিয়মিত স্বাস্থ্যপরামর্শ' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাকস্নান,অসম্পূর্ণ গোসল,আমার গাড়িটি কাকস্নান হয়ে নষ্ট হয়ে গেছে,1,0,"উক্ত 'কাকস্নান' বাগধারাটির অর্থ হলো 'অসম্পূর্ণ গোসল', কিন্তু এটি 'যান্ত্রিক ত্রুটি বা ক্ষতি' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাজির বিচার,পক্ষপাতদুষ্ট বিচার,প্রমাণ থাকার সত্ত্বেও ধনী ব্যক্তি শুভাংশের কাজির বিচার করা হলো,1,1,উক্ত 'কাজির বিচার' বাগধারাটির অর্থ হলো 'পক্ষপাতদুষ্ট বিচার' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাজির বিচার,পক্ষপাতদুষ্ট বিচার,"মোড়লের ভাই বলে তাকে ছেড়ে দিয়ে, গরিব লোকটি কাজির বিচারের ফলে সাজা পেল",1,1,উক্ত 'কাজির বিচার' বাগধারাটির অর্থ হলো 'পক্ষপাতদুষ্ট বিচার' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাজির বিচার,পক্ষপাতদুষ্ট বিচার,"আমাদের সমাজে অর্থের জোর থাকলে সাধারণ মানুষ সুবিচার পায় না, সেখানে কেবল কাজির বিচার চলে",1,1,উক্ত 'কাজির বিচার' বাগধারাটির অর্থ হলো 'পক্ষপাতদুষ্ট বিচার' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাজির বিচার,পক্ষপাতদুষ্ট বিচার,"মামলার সবকিছু দেখেও যখন প্রধান বিচারপতি বললেন যে অভিযোগকারী মিথ্যা বলছে, তখন আমরা বুঝে গেলাম এটা কাজির বিচার",1,1,উক্ত 'কাজির বিচার' বাগধারাটির অর্থ হলো 'পক্ষপাতদুষ্ট বিচার' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাজির বিচার,পক্ষপাতদুষ্ট বিচার,প্রভাবশালী ব্যক্তির অপরাধ কাজির বিচারের ফলে সহজেই পার পেয়ে যায়,1,1,উক্ত 'কাজির বিচার' বাগধারাটির অর্থ হলো 'পক্ষপাতদুষ্ট বিচার' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাজির বিচার,পক্ষপাতদুষ্ট বিচার,শিক্ষক শিক্ষার্থীদের মধ্যে কাজির বিচার করে নম্বর দিয়েছেন,1,0,"উক্ত 'কাজির বিচার' বাগধারাটির অর্থ হলো 'পক্ষপাতদুষ্ট বিচার', কিন্তু এটি 'শিক্ষক নম্বর দেওয়া' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাজির বিচার,পক্ষপাতদুষ্ট বিচার,আজকের বাজারে কাজির বিচার পাওয়া যায়,1,0,"উক্ত 'কাজির বিচার' বাগধারাটির অর্থ হলো 'পক্ষপাতদুষ্ট বিচার', কিন্তু এটি 'বাজারে কোনো বস্তু পাওয়া' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাজির বিচার,পক্ষপাতদুষ্ট বিচার,আমার নতুন সাইকেলটি কাজির বিচার হয়ে গেছে,1,0,"উক্ত 'কাজির বিচার' বাগধারাটির অর্থ হলো 'পক্ষপাতদুষ্ট বিচার', কিন্তু এটি 'সাইকেলের অবস্থা' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাজির বিচার,পক্ষপাতদুষ্ট বিচার,দেবজিতের কথা বলার ধরনটা একদম কাজির বিচার,1,0,"উক্ত 'কাজির বিচার' বাগধারাটির অর্থ হলো 'পক্ষপাতদুষ্ট বিচার', কিন্তু এটি 'কথার ধরন' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাজির বিচার,পক্ষপাতদুষ্ট বিচার,গণিত বিষয়টি আমার কাছে কাজির বিচার লাগে,1,0,"উক্ত 'কাজির বিচার' বাগধারাটির অর্থ হলো 'পক্ষপাতদুষ্ট বিচার', কিন্তু এটি 'বিষয়কে কঠিন বা জটিল মনে হওয়া' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাজের কাজি,উপযুক্ত ব্যক্তি,আমাদের দলনেতা সত্যিই একজন কাজের কাজি,1,1,উক্ত 'কাজের কাজি' বাগধারাটির অর্থ হলো 'উপযুক্ত ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাজের কাজি,উপযুক্ত ব্যক্তি,কঠিন কাজটার জন্য একজন কাজের কাজি দরকার,1,1,উক্ত 'কাজের কাজি' বাগধারাটির অর্থ হলো 'উপযুক্ত ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাজের কাজি,উপযুক্ত ব্যক্তি,একজন কাজের কাজি হলে তবেই প্রতিষ্ঠানটি উন্নতি করবে,1,1,উক্ত 'কাজের কাজি' বাগধারাটির অর্থ হলো 'উপযুক্ত ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাজের কাজি,উপযুক্ত ব্যক্তি,নির্বাচনে তিনি বিপুল ভোটে জিতে প্রমাণ করলেন যে তিনিই এই এলাকার জন্য কাজের কাজি,1,1,উক্ত 'কাজের কাজি' বাগধারাটির অর্থ হলো 'উপযুক্ত ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাজের কাজি,উপযুক্ত ব্যক্তি,"যখন প্রকৃত সমস্যার উদ্ভব হলো, তখন সবাই বুঝল কে আসল কাজের কাজি",1,1,উক্ত 'কাজের কাজি' বাগধারাটির অর্থ হলো 'উপযুক্ত ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাজের কাজি,উপযুক্ত ব্যক্তি,রণজিৎ দেখতে শুনতে খুব ভালো কাজের কাজি,1,0,"উক্ত 'কাজের কাজি' বাগধারাটির অর্থ হলো 'উপযুক্ত ব্যক্তি', কিন্তু এটি 'শারীরিক সৌন্দর্য' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাজের কাজি,উপযুক্ত ব্যক্তি,কাজের কাজি ওই দুইজনের বিয়ে দিয়েছে,1,0,"উক্ত 'কাজের কাজি' বাগধারাটির অর্থ হলো 'উপযুক্ত ব্যক্তি', কিন্তু এটি 'আক্ষরিক অর্থে কাজি' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাজের কাজি,উপযুক্ত ব্যক্তি,অলস ছেলেটি একদম কাজের কাজি,1,0,"উক্ত 'কাজের কাজি' বাগধারাটির অর্থ হলো 'উপযুক্ত ব্যক্তি', কিন্তু এটি 'বাঘধারার বিপরিীত অর্থ' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাজের কাজি,উপযুক্ত ব্যক্তি,কাজের কাজি অর্থ দুর্ভাগ্যগ্রস্ত হওয়া,1,0,"উক্ত 'কাজের কাজি' বাগধারাটির অর্থ হলো 'উপযুক্ত ব্যক্তি', কিন্তু এটি 'বিকৃত অর্থ' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাজের কাজি,উপযুক্ত ব্যক্তি,দোকানের জন্য একজন কাজের কাজি কর্মচারী প্রয়োজন নেই,1,0,"উক্ত 'কাজের কাজি' বাগধারাটির অর্থ হলো 'উপযুক্ত ব্যক্তি', কিন্তু এটি 'বাঘধারার বিপরিীত অর্থ' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কলি ফেরানো,দেয়ালে চুনকাম করা,পূজার আগে সবাই বাড়ির কলি ফেরাতে ব্যস্ত হয়ে পড়েছে,1,1,উক্ত 'কলি ফেরানো' বাগধারাটির অর্থ হলো 'দেয়ালে চুনকাম করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কলি ফেরানো,দেয়ালে চুনকাম করা,"অনেক দিন ধরে পুরোনো বাড়িতে থাকা হয়, এবার একটু কলি ফিরিয়ে নতুন করে সাজানো যাক",1,1,উক্ত 'কলি ফেরানো' বাগধারাটির অর্থ হলো 'দেয়ালে চুনকাম করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কলি ফেরানো,দেয়ালে চুনকাম করা,সরকারি অফিসের দেয়ালগুলোর কলি ফেরানো দরকার,1,1,উক্ত 'কলি ফেরানো' বাগধারাটির অর্থ হলো 'দেয়ালে চুনকাম করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কলি ফেরানো,দেয়ালে চুনকাম করা,নতুন ভাড়াটে আসার আগে বাড়িওয়ালা পুরো ফ্ল্যাটের কলি ফিরিয়ে ঝকঝকে করে দিলেন,1,1,উক্ত 'কলি ফেরানো' বাগধারাটির অর্থ হলো 'দেয়ালে চুনকাম করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কলি ফেরানো,দেয়ালে চুনকাম করা,"বছরে একবার অন্তত বাড়ির কলি ফেরানো উচিত, তাহলে বাড়ির সৌন্দর্য বজায় থাকে",1,1,উক্ত 'কলি ফেরানো' বাগধারাটির অর্থ হলো 'দেয়ালে চুনকাম করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কলি ফেরানো,দেয়ালে চুনকাম করা,গরিব মানুষটা উপার্জনের আশায় তার কলি ফেরালো,1,0,"উক্ত 'কলি ফেরানো' বাগধারাটির অর্থ হলো 'দেয়ালে চুনকাম করা', কিন্তু এটি 'উপার্জনের চেষ্টা' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কলি ফেরানো,দেয়ালে চুনকাম করা,শহরে যানজটে পড়ে আমাদের কলি ফেরাতে হলো,1,0,"উক্ত 'কলি ফেরানো' বাগধারাটির অর্থ হলো 'দেয়ালে চুনকাম করা', কিন্তু এটি 'দুর্গতি বা সমস্যা' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কলি ফেরানো,দেয়ালে চুনকাম করা,আমার মনটা আজ কলি ফেরানো,1,0,"উক্ত 'কলি ফেরানো' বাগধারাটির অর্থ হলো 'দেয়ালে চুনকাম করা', কিন্তু এটি 'মানসিক অবস্থা' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কলি ফেরানো,দেয়ালে চুনকাম করা,ছেলেটি ফেরানো খেলছিল,1,0,"উক্ত 'কলি ফেরানো' বাগধারাটির অর্থ হলো 'দেয়ালে চুনকাম করা', কিন্তু এটি 'খেলা' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কলি ফেরানো,দেয়ালে চুনকাম করা,নতুন চাকরি পেয়ে সে নিজেকে কলি ফেরানো মনে করছে,1,0,"উক্ত 'কলি ফেরানো' বাগধারাটির অর্থ হলো 'দেয়ালে চুনকাম করা', কিন্তু এটি 'মানসিক অনুভূতি প্রকাশ' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাটমোল্লা,ধর্মান্ধ ও গোঁড়া ব্যক্তি,সমাজের কিছু কাটমোল্লা নিজেদের মতাদর্শ চাপিয়ে দিয়ে অশান্তি সৃষ্টি করে,1,1,উক্ত 'কাটমোল্লা' বাগধারাটির অর্থ হলো 'ধর্মান্ধ ও গোঁড়া ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাটমোল্লা,ধর্মান্ধ ও গোঁড়া ব্যক্তি,বিয়ের অনুষ্ঠানে গান বাজনা নিয়ে আপত্তি জানিয়ে গ্রামের সেই কাটমোল্লা লোকটি হইচই শুরু করে দিলো,1,1,উক্ত 'কাটমোল্লা' বাগধারাটির অর্থ হলো 'ধর্মান্ধ ও গোঁড়া ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাটমোল্লা,ধর্মান্ধ ও গোঁড়া ব্যক্তি,শিক্ষিত সমাজকে পেছনে টানার জন্য এই ধরনের কাটমোল্লাদের বাড়াবাড়ি বন্ধ হওয়া দরকার,1,1,উক্ত 'কাটমোল্লা' বাগধারাটির অর্থ হলো 'ধর্মান্ধ ও গোঁড়া ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাটমোল্লা,ধর্মান্ধ ও গোঁড়া ব্যক্তি,যেকোনো নতুন চিন্তা বা প্রগতিশীল ধারণার বিরোধিতা করাই হলো ওই কাটমোল্লা লোকটির স্বভাব,1,1,উক্ত 'কাটমোল্লা' বাগধারাটির অর্থ হলো 'ধর্মান্ধ ও গোঁড়া ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাটমোল্লা,ধর্মান্ধ ও গোঁড়া ব্যক্তি,"লোকটি আসলে ধর্মের মর্ম বোঝে না, সে কেবল একটি কাটমোল্লা",1,1,উক্ত 'কাটমোল্লা' বাগধারাটির অর্থ হলো 'ধর্মান্ধ ও গোঁড়া ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাটমোল্লা,ধর্মান্ধ ও গোঁড়া ব্যক্তি,কাটমোল্লার মতো কঠোর পরিশ্রম করে সে পরীক্ষায় প্রথম স্থান অধিকার করেছে,1,0,"উক্ত 'কাটমোল্লা' বাগধারাটির অর্থ হলো 'ধর্মান্ধ ও গোঁড়া ব্যক্তি', কিন্তু এটি 'পরিশ্রমের দক্ষতা' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাটমোল্লা,ধর্মান্ধ ও গোঁড়া ব্যক্তি,তিনি হকি দলের কাটমোল্লা রাস্তায় সবাই ভয় পেলো,1,0,"উক্ত 'কাটমোল্লা' বাগধারাটির অর্থ হলো 'ধর্মান্ধ ও গোঁড়া ব্যক্তি', কিন্তু এটি 'ভয়ের কারণ' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাটমোল্লা,ধর্মান্ধ ও গোঁড়া ব্যক্তি,বাগানে অনেকগুলো কাটমোল্লা ফুল ফুটেছে,1,0,"উক্ত 'কাটমোল্লা' বাগধারাটির অর্থ হলো 'ধর্মান্ধ ও গোঁড়া ব্যক্তি', কিন্তু এটি 'ফুলের নাম' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাটমোল্লা,ধর্মান্ধ ও গোঁড়া ব্যক্তি,আজ রাতে সে তার কাটমোল্লা বন্ধুকে নিয়ে আড্ডা দেবে,1,0,"উক্ত 'কাটমোল্লা' বাগধারাটির অর্থ হলো 'ধর্মান্ধ ও গোঁড়া ব্যক্তি', কিন্তু এটি 'বন্ধুত্ব বা আড্ডা' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাটমোল্লা,ধর্মান্ধ ও গোঁড়া ব্যক্তি,রোগীর জন্য ওষুধ কিনতে না পারায় তার পরিবার কাটমোল্লা হয়ে গেল,1,0,"উক্ত 'কাটমোল্লা' বাগধারাটির অর্থ হলো 'ধর্মান্ধ ও গোঁড়া ব্যক্তি', কিন্তু এটি 'পরিবারের হতাশা বা দুঃখ' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাবু করা,পরাস্ত করা,প্রবল জ্বরে আক্রান্ত হয়ে আশিষ এমনভাবে কাবু হয়ে পড়েছে যে বিছানা থেকে উঠতেই পারছে না,1,1,উক্ত 'কাবু করা' বাগধারাটির অর্থ হলো 'পরাস্ত করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাবু করা,পরাস্ত করা,আইনজীবীর যুক্তিপূর্ণ প্রশ্নের মুখে অপরাধী শেষ পর্যন্ত কাবু হয়ে সব সত্যি কথা স্বীকার করে নিলো,1,1,উক্ত 'কাবু করা' বাগধারাটির অর্থ হলো 'পরাস্ত করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাবু করা,পরাস্ত করা,অক্লান্ত পরিশ্রমের পর শেষ পর্যন্ত শিকারি বাঘটিকে কাবু করতে পারল,1,1,উক্ত 'কাবু করা' বাগধারাটির অর্থ হলো 'পরাস্ত করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাবু করা,পরাস্ত করা,দীর্ঘদিন ধরে চলতে থাকা মানসিক চাপ শেষ পর্যন্ত রুমানা কে কাবু করে ফেললো,1,1,উক্ত 'কাবু করা' বাগধারাটির অর্থ হলো 'পরাস্ত করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাবু করা,পরাস্ত করা,শক্তিশালী প্রতিপক্ষকে সহজে কাবু করা যাবে না,1,1,উক্ত 'কাবু করা' বাগধারাটির অর্থ হলো 'পরাস্ত করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কাবু করা,পরাস্ত করা,বাগানের ফুলগুলো কাবু করে গেছে,1,0,"উক্ত 'কাবু করা' বাগধারাটির অর্থ হলো 'পরাস্ত করা', কিন্তু এটি 'ফুলের অবস্থা' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাবু করা,পরাস্ত করা,আজকে রাতে চাঁদকে কাবু করা হবে,1,0,"উক্ত 'কাবু করা' বাগধারাটির অর্থ হলো 'পরাস্ত করা', কিন্তু এটি 'চাঁদের অবস্থার পরিবর্তন' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাবু করা,পরাস্ত করা,ছোট্ট একটি পাখি তার খাবারকে কাবু করে ফেললো,1,0,"উক্ত 'কাবু করা' বাগধারাটির অর্থ হলো 'পরাস্ত করা', কিন্তু এটি 'খাবারের ওপর দখল' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাবু করা,পরাস্ত করা,শিশুটি তার খেলনাকে কাবু করে খুব খুশি হলো,1,0,"উক্ত 'কাবু করা' বাগধারাটির অর্থ হলো 'পরাস্ত করা', কিন্তু এটি 'খেলনার উপর নিয়ন্ত্রণ' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কাবু করা,পরাস্ত করা,পরীক্ষায় খারাপ করে সুমি কাবু হয়ে গেল,1,0,"উক্ত 'কাবু করা' বাগধারাটির অর্থ হলো 'পরাস্ত করা', কিন্তু এটি 'পরীক্ষায় খারাপ করা' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কৃষ্ণের জীব,দুর্বল বা অক্ষম ব্যক্তি,বিশাল লৌহ নির্মিত বাক্সটি সরাতে সুরঞ্জন একজন কৃষ্ণের জীব মাত্র,1,1,উক্ত 'কৃষ্ণের জীব' বাগধারাটির অর্থ হলো 'দুর্বল বা অক্ষম ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কৃষ্ণের জীব,দুর্বল বা অক্ষম ব্যক্তি,দীর্ঘ রোগভোগের পর অনন্যা কৃষ্ণের জীব হয়ে গেছে,1,1,উক্ত 'কৃষ্ণের জীব' বাগধারাটির অর্থ হলো 'দুর্বল বা অক্ষম ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কৃষ্ণের জীব,দুর্বল বা অক্ষম ব্যক্তি,সমস্যার মোকাবিলা করার জন্য জয়ন্তবাবু কৃষ্ণের জীব এর মতো হয়ে পড়েছেন,1,1,উক্ত 'কৃষ্ণের জীব' বাগধারাটির অর্থ হলো 'দুর্বল বা অক্ষম ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কৃষ্ণের জীব,দুর্বল বা অক্ষম ব্যক্তি,অজিতের মতো কৃষ্ণের জীব কে এই পর্বত আরোহণের দলপতি করাটা সঠিক সিদ্ধান্ত নয়,1,1,উক্ত 'কৃষ্ণের জীব' বাগধারাটির অর্থ হলো 'দুর্বল বা অক্ষম ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কৃষ্ণের জীব,দুর্বল বা অক্ষম ব্যক্তি,দারিদ্র্যের নিষ্পেষণে পিষ্ট হয়ে ঋকের দাদা আজকাল সত্যিই কৃষ্ণের জীব এর মতো জীবন যাপন করছেন,1,1,উক্ত 'কৃষ্ণের জীব' বাগধারাটির অর্থ হলো 'দুর্বল বা অক্ষম ব্যক্তি' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
কৃষ্ণের জীব,দুর্বল বা অক্ষম ব্যক্তি,চন্দন তার শয়নকক্ষে কৃষ্ণের জীব এর মতো উজ্জ্বল একটি প্রদীপ জ্বালাল,1,0,"উক্ত 'কৃষ্ণের জীব' বাগধারাটির অর্থ হলো 'দুর্বল বা অক্ষম ব্যক্তি', কিন্তু এটি 'অত্যন্ত উজ্জ্বল বা দীপ্তিময়' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কৃষ্ণের জীব,দুর্বল বা অক্ষম ব্যক্তি,অরুন্ধতী অতি ভোরে বাগানে গিয়ে কৃষ্ণের জীব এর মতো একজোড়া চারা রোপণ করল,1,0,"উক্ত 'কৃষ্ণের জীব' বাগধারাটির অর্থ হলো 'দুর্বল বা অক্ষম ব্যক্তি', কিন্তু এটি 'বিশেষ ধরণের বা প্রচুর চারাগাছ' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কৃষ্ণের জীব,দুর্বল বা অক্ষম ব্যক্তি,অয়ন তার প্রিয়তমের জন্য কৃষ্ণের জীব দিয়ে একটি প্রেমপত্র লিখেছে,1,0,"উক্ত 'কৃষ্ণের জীব' বাগধারাটির অর্থ হলো 'দুর্বল বা অক্ষম ব্যক্তি', কিন্তু এটি 'লেখার উপাদান বা সরঞ্জাম' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কৃষ্ণের জীব,দুর্বল বা অক্ষম ব্যক্তি,মহাশূন্যে কৃষ্ণের জীব এর মতো দ্রুত গতিতে একটি উল্কাপিণ্ড ধাবিত হলো,1,0,"উক্ত 'কৃষ্ণের জীব' বাগধারাটির অর্থ হলো 'দুর্বল বা অক্ষম ব্যক্তি', কিন্তু এটি 'অত্যন্ত দ্রুত বা বেগবান' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
কৃষ্ণের জীব,দুর্বল বা অক্ষম ব্যক্তি,প্রতিবেশী রাফসান গভীর রাত্রে কৃষ্ণের জীব এর মতো কর্কশ কণ্ঠে গান গাইছিল,1,0,"উক্ত 'কৃষ্ণের জীব' বাগধারাটির অর্থ হলো 'দুর্বল বা অক্ষম ব্যক্তি', কিন্তু এটি 'কর্কশ বা বেসুরো আওয়াজ' বোঝাতে ব্যবহার করা হয়েছে, যা ভুল"
করদানি করা,অত্যাচার করা,নিরীহ কর্মচারীদের উপর অকারণে করদানি করা একজন উত্তম কর্মকর্তার শোভা পায় না,1,1,উক্ত 'করদানি করা' বাগধারাটির অর্থ হলো 'অত্যাচার করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
করদানি করা,অত্যাচার করা,প্রাচীন কালে জমিদাররা প্রজাদের উপর অকথ্য করদানি করতেন,1,1,উক্ত 'করদানি করা' বাগধারাটির অর্থ হলো 'অত্যাচার করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
করদানি করা,অত্যাচার করা,অমিতের অত্যাচারী স্বভাবের কারণে সে সবসময় তার ছোট ভাই ঋক এর উপর করদানি করে থাকে,1,1,উক্ত 'করদানি করা' বাগধারাটির অর্থ হলো 'অত্যাচার করা' এবং এটি সঠিকভাবে ব্যবহৃত হয়েছে।
